doc,type,topic,count
96,1811,44,2
96,1812,44,1
96,1813,44,1
96,1814,44,1
96,1815,44,1
96,1816,44,1
96,1817,44,1
96,1818,44,1
96,1819,44,1
96,1820,44,1
96,1821,44,1
96,1822,44,1
96,1823,44,1
96,1824,44,1
96,1825,44,1
96,1826,44,1
96,1827,44,1
96,1828,44,1
96,1829,44,1
96,1830,44,1
96,1831,44,1
96,1832,44,1
96,1833,44,1
96,1834,44,1
96,1835,44,1
96,1836,44,1
97,0,13,1
97,1,13,1
97,2,13,1
97,32,13,1
97,34,30,1
97,52,30,1
97,59,30,1
97,64,13,1
97,160,30,2
97,515,30,1
97,629,30,1
97,631,30,1
97,780,30,1
97,817,30,1
97,846,30,1
97,890,30,1
97,900,30,1
97,1013,30,1
97,1138,30,1
97,1158,30,2
97,1256,30,1
97,1263,30,1
97,1348,30,1
97,1419,30,1
97,1482,30,1
97,1537,13,1
97,1733,30,1
97,1807,30,1
97,1837,30,1
97,1838,30,1
97,1839,30,1
97,1840,30,1
97,1841,30,1
97,1842,30,1
97,1843,30,1
97,1844,30,1
97,1845,30,1
97,1846,30,1
97,1847,30,1
97,1848,30,1
97,1849,30,1
97,1850,30,1
97,1851,30,1
97,1852,30,1
97,1853,30,1
97,1854,30,1
97,1855,30,1
97,1856,30,1
97,1857,30,1
97,1858,30,1
97,1859,30,1
97,1860,30,1
97,1861,30,1
97,1862,30,1
97,1863,30,1
98,0,13,1
98,1,13,1
98,2,13,1
98,235,13,1
98,399,40,1
98,498,40,1
98,1684,40,1
98,1864,40,1
98,1865,40,1
98,1866,40,1
98,1867,40,1
98,1868,40,1
98,1869,40,1
98,1870,40,1
98,1871,40,1
98,1872,40,1
98,1873,40,1
99,9,2,3
99,21,2,1
99,51,2,2
99,60,2,1
99,143,20,6
99,219,20,3
99,257,2,1
99,422,2,3
99,484,20,3
99,516,20,6
99,518,20,3
99,519,20,3
99,773,2,1
99,792,2,1
99,990,2,1
99,1172,20,1
99,1622,2,1
99,1874,2,1
99,1875,2,1
99,1876,2,3
99,1877,2,1
99,1878,2,1
99,1879,2,2
99,1880,2,1
99,1881,2,1
99,1882,2,1
99,1883,2,1
99,1884,2,1
99,1885,2,1
